start	end	text
0	9000	Welcome everyone to participate in the online speech of Tara today.
9000	20000	Today, we are very honored to invite Lu Yiquan, a Ph.D. candidate at UC Berkeley, to help us do a talk on his research.
20000	34000	Tara is an online platform that focuses on Ph.D. students from Taiwan and abroad,
34000	49000	and we hope that these Ph.D. students can do their own research on the Tara platform.
49000	58000	We also hope that this platform can attract talents in the same field to exchange and collaborate with each other.
58000	65000	This is our end goal, and this is the main work that Tara is currently doing.
65000	73000	Today, Lu Yiquan will mainly talk about the topic of 3T-Humans in GCM,
73000	78000	when and where are the first livable places on Earth.
78000	82000	Lu Yiquan is a Ph.D. student at the University of Taiwan Physics Department,
82000	85000	and later graduated as a Ph.D. student at the University of Taiwan Physics Department,
85000	88000	and is now a Ph.D. student at UC Berkeley,
88000	92000	so he is very loyal to physics.
92000	96000	It's not like me, I just jumped into a lot of different fields.
97000	102000	Looking at this GCM, Global Climate Change Model,
102000	107000	I am a bit familiar with this name, but I am a biologist.
107000	111000	GCM in our biology is called Glial Missing Homology,
111000	113000	which is another protein name.
113000	117000	So there are a lot of, you know, sometimes these abbreviations are so-called mixed up.
117000	121000	So when I saw this topic, I suddenly wondered if it was related to my biology.
121000	125000	No, it has something to do with global climate change.
125000	130000	Okay, we are honored to have Yiquan to do this talk for us today.
130000	131000	Okay, the stage is yours.
131000	133000	Okay, thank you, host.
133000	137000	Okay, so what does this topic mean?
137000	139000	I'll tell you later.
139000	142000	The main question I want to answer in this speech is the following.
142000	144000	That is, in the future world,
144000	149000	which place on Earth will be the most unsuitable for humans to start living in?
149000	154000	This project is a project that I have been doing with my professor David Rums.
154000	159000	Okay, at the beginning of the speech, I want to give you a sentence first.
159000	161000	Let's see if it makes sense.
161000	163000	This sentence is like this.
163000	165000	He said that now on Earth,
165000	168000	basically every place is suitable for living.
168000	171000	Okay, every place, including the South Pole and the North Pole.
171000	172000	Can you think about it?
172000	173000	Is this possible?
173000	174000	In fact, it is possible.
174000	177000	For example, what would we do if we were in a hotter place?
177000	179000	If it's really too hot, our temperature starts to rise.
179000	181000	Then we may start to sweat.
181000	183000	Sweating is a great heat dissipation mechanism.
183000	186000	Because when the sweat evaporates, it can take away a lot of heat.
186000	188000	If it's in a colder place,
188000	189000	for example, the South Pole and the North Pole.
189000	191000	At this time, of course, we don't need to sweat.
191000	193000	But we can, for example, put on clothes.
193000	195000	Then, if necessary, we can start to tremble.
195000	198000	Trembling can increase our metabolism.
198000	200000	Metabolism will increase our body temperature.
200000	203000	So basically, whether you are in a hot place or a cold place,
203000	205000	our body temperature can remain stable.
205000	208000	Our body temperature is about 37 degrees Celsius.
208000	210000	When we do science, we use the Kepler scale.
210000	213000	It's about 310 Kelvin.
213000	214000	This is our standard body temperature.
214000	216000	If it's too hot, we sweat.
216000	218000	Keep your body cool and dissipate heat.
218000	219000	If it's too cold, we tremble.
219000	221000	Increase metabolism.
221000	223000	But this is the current state of the Earth.
223000	225000	Whether it's cold or hot,
225000	226000	we are all suitable for survival.
226000	229000	But if we ask a question now.
229000	233000	In the future, if the climate starts to warm up,
233000	236000	is the Earth still suitable for human survival?
236000	238000	Is it possible that in some places,
238000	239000	because it's too hot,
239000	241000	even if we sweat,
241000	243000	we still can't survive.
243000	245000	Because our body temperature is too high,
245000	246000	we can't survive.
246000	247000	Is it possible?
247000	251000	Basically, I want to answer this question.
251000	253000	If it happens in the future,
253000	254000	where will it happen?
254000	256000	In which year?
256000	259000	Before answering this question,
259000	264000	we need to understand how the human body dissipates heat.
264000	267000	We have a very simple human model here.
267000	268000	This human model
268000	272000	basically divides the human body into two parts.
272000	274000	One is our core.
274000	276000	The other is our skin surface.
276000	278000	The core and the skin surface
278000	280000	have their own temperature.
280000	282000	T-Core refers to our core temperature.
282000	285000	It's about 37 degrees Celsius.
285000	288000	T-Skin refers to the surface temperature of our skin.
288000	291000	The surface temperature of the skin can be high or low.
291000	293000	For example, under the sun,
293000	295000	the surface temperature of the skin may be higher.
295000	296000	In a cold place,
296000	298000	the temperature of the skin will be lower.
298000	299000	But basically,
299000	302000	our core temperature
302000	304000	is basically 37 degrees Celsius.
304000	305000	It won't change.
305000	308000	After having this model,
308000	310000	we want to understand
310000	312000	under what circumstances
312000	315000	our core temperature will start to change.
316000	318000	I'll use a little bit of math here.
318000	319000	But don't worry.
319000	321000	There's no high-level knowledge in this math.
321000	323000	Basically, it's to tell us
323000	326000	how our core temperature changes with time.
326000	328000	I wrote something on the left.
328000	330000	It's called the T-Core.
330000	331000	It means
331000	335000	how our core temperature changes with time.
335000	339000	The core temperature can rise or fall.
339000	341000	What makes it rise?
341000	344000	First, it's our metabolic rate.
344000	347000	The metabolic rate is the heat produced
347000	349000	by chemical changes in the human body.
349000	351000	For example, if we sit still
351000	354000	and listen to a lecture,
354000	356000	the metabolic rate is about 100 watts.
356000	360000	100 watts is the unit of energy.
360000	363000	The metabolic rate can increase our body temperature.
363000	365000	It's very useful in winter.
365000	367000	If you feel cold in winter,
367000	369000	the metabolic rate will be higher.
369000	372000	It can increase our core temperature.
372000	374000	After the heat is produced,
374000	379000	our core wants to dissipate the heat.
379000	381000	The mechanism to dissipate the heat
381000	383000	is conduction.
383000	385000	The core will transfer the heat
385000	387000	produced by the metabolic rate
387000	389000	to our skin.
389000	391000	The skin is not an oil lamp.
